node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
HLA-B	HLA-DOB	9606.ENSP00000399168	9606.ENSP00000496848	0	0	0	0.609	0.116	0	0.900	0.549	0.956
HLA-C	HLA-DOA	9606.ENSP00000365402	9606.ENSP00000229829	0	0	0	0	0.098	0	0.900	0.589	0.959
HLA-C	LILRA1	9606.ENSP00000365402	9606.ENSP00000251372	0	0	0	0	0.116	0.101	0.500	0.803	0.911
HLA-C	HLA-F	9606.ENSP00000365402	9606.ENSP00000259951	0	0	0.053	0.974	0.627	0.510	0.900	0.513	0.990
HLA-C	TYROBP	9606.ENSP00000365402	9606.ENSP00000262629	0	0	0	0	0.149	0	0.700	0.547	0.874
HLA-C	LILRB1	9606.ENSP00000365402	9606.ENSP00000315997	0	0	0	0	0.089	0.396	0.500	0.991	0.997
HLA-C	HLA-DRB1	9606.ENSP00000365402	9606.ENSP00000353099	0	0	0	0.600	0.134	0.134	0.900	0.617	0.967
HLA-C	HLA-DMA	9606.ENSP00000365402	9606.ENSP00000363976	0	0	0	0	0.140	0	0.900	0.732	0.974
HLA-C	PSMB8	9606.ENSP00000365402	9606.ENSP00000364016	0	0	0	0	0.333	0	0	0.686	0.781
HLA-C	TAP2	9606.ENSP00000365402	9606.ENSP00000364032	0	0	0	0	0.127	0.292	0.500	0.221	0.727
HLA-C	HLA-DQA2	9606.ENSP00000365402	9606.ENSP00000364076	0	0	0	0	0.096	0	0.540	0.834	0.925
HLA-C	HLA-DQB1	9606.ENSP00000365402	9606.ENSP00000364080	0	0	0	0.612	0.091	0.164	0.540	0.580	0.833
HLA-C	MR1	9606.ENSP00000365402	9606.ENSP00000477563	0	0	0.069	0.865	0.047	0.388	0.540	0.092	0.732
HLA-C	LILRA6	9606.ENSP00000365402	9606.ENSP00000379651	0	0	0	0	0.080	0.093	0.500	0.478	0.753
HLA-C	HLA-DPB1	9606.ENSP00000365402	9606.ENSP00000408146	0	0	0	0.612	0.149	0	0.900	0.332	0.938
HLA-C	HLA-DPA1	9606.ENSP00000365402	9606.ENSP00000393566	0	0	0	0.601	0.197	0	0.900	0.336	0.942
HLA-C	HLA-G	9606.ENSP00000365402	9606.ENSP00000366024	0	0	0.051	0.978	0.450	0.629	0.650	0.386	0.950
HLA-C	HLA-DMB	9606.ENSP00000365402	9606.ENSP00000398890	0	0	0	0.627	0.128	0	0.900	0.479	0.950
HLA-C	HLA-DOB	9606.ENSP00000365402	9606.ENSP00000496848	0	0	0	0.594	0.104	0	0.900	0.501	0.951
HLA-C	LOC102723407	9606.ENSP00000365402	9606.ENSP00000478289	0	0	0.244	0	0	0.301	0.900	0.200	0.952
HLA-C	LILRB2	9606.ENSP00000365402	9606.ENSP00000375629	0	0	0	0	0.153	0.625	0.500	0.743	0.953
HLA-C	HLA-DRA	9606.ENSP00000365402	9606.ENSP00000378786	0	0	0	0.609	0.194	0	0.900	0.555	0.961
HLA-C	HLA-E	9606.ENSP00000365402	9606.ENSP00000365817	0	0	0.052	0.976	0.437	0.598	0.900	0.570	0.989
HLA-DMA	HLA-DOA	9606.ENSP00000363976	9606.ENSP00000229829	0	0	0.116	0.731	0.531	0.488	0.900	0.569	0.989
HLA-DMA	HLA-F	9606.ENSP00000363976	9606.ENSP00000259951	0	0	0	0	0.303	0	0.900	0.607	0.970
HLA-DMA	HLA-DRB1	9606.ENSP00000363976	9606.ENSP00000353099	0	0	0	0	0.381	0.956	0.900	0.760	0.999
HLA-DMA	IFI30	9606.ENSP00000363976	9606.ENSP00000384886	0	0	0	0	0.336	0	0	0.571	0.702
HLA-DMA	HLA-G	9606.ENSP00000363976	9606.ENSP00000366024	0	0	0	0	0.179	0	0.540	0.472	0.783
HLA-DMA	LOC102723407	9606.ENSP00000363976	9606.ENSP00000478289	0	0	0	0	0.050	0	0.900	0.125	0.909
HLA-DMA	HLA-DQA2	9606.ENSP00000363976	9606.ENSP00000364076	0	0	0.136	0.722	0.450	0	0.650	0.522	0.909
HLA-DMA	HLA-DQB2	9606.ENSP00000363976	9606.ENSP00000396330	0	0	0	0	0.372	0.260	0.540	0.700	0.927
HLA-DMA	HLA-DRB5	9606.ENSP00000363976	9606.ENSP00000364114	0	0	0	0	0.375	0.260	0.650	0.605	0.927
HLA-DMA	HLA-DQB1	9606.ENSP00000363976	9606.ENSP00000364080	0	0	0.204	0	0.529	0.260	0.540	0.674	0.950
HLA-DMA	HLA-E	9606.ENSP00000363976	9606.ENSP00000365817	0	0	0	0	0.256	0	0.900	0.571	0.965
HLA-DMA	HLA-DPB1	9606.ENSP00000363976	9606.ENSP00000408146	0	0	0	0	0.800	0.260	0.900	0.676	0.994
HLA-DMA	HLA-DOB	9606.ENSP00000363976	9606.ENSP00000496848	0	0	0	0	0.278	0.762	0.900	0.835	0.996
HLA-DMA	HLA-DRA	9606.ENSP00000363976	9606.ENSP00000378786	0	0	0	0.707	0.891	0.962	0.900	0.291	0.999
HLA-DMA	HLA-DPA1	9606.ENSP00000363976	9606.ENSP00000393566	0	0	0	0.712	0.999	0	0.900	0.247	0.999
HLA-DMA	HLA-DMB	9606.ENSP00000363976	9606.ENSP00000398890	0	0.349	0	0	0.999	0.980	0.900	0.995	0.999
HLA-DMB	HLA-DOA	9606.ENSP00000398890	9606.ENSP00000229829	0	0	0	0.643	0.802	0.191	0.900	0.301	0.987
HLA-DMB	HLA-F	9606.ENSP00000398890	9606.ENSP00000259951	0	0	0	0.644	0.248	0	0.900	0.233	0.937
HLA-DMB	HLA-DRB1	9606.ENSP00000398890	9606.ENSP00000353099	0	0	0.097	0.660	0.378	0.952	0.900	0.234	0.997
HLA-DMB	HLA-DQA2	9606.ENSP00000398890	9606.ENSP00000364076	0	0	0	0.639	0.311	0.191	0.650	0.515	0.892
HLA-DMB	HLA-DQB1	9606.ENSP00000398890	9606.ENSP00000364080	0	0	0	0.659	0.526	0.435	0.540	0.491	0.928
HLA-DMB	HLA-DRB5	9606.ENSP00000398890	9606.ENSP00000364114	0	0	0.099	0.645	0.304	0.400	0.650	0.232	0.880
HLA-DMB	HLA-E	9606.ENSP00000398890	9606.ENSP00000365817	0	0	0	0.628	0.211	0	0.900	0.202	0.931
HLA-DMB	HLA-DRA	9606.ENSP00000398890	9606.ENSP00000378786	0	0	0	0.659	0.880	0.971	0.900	0.526	0.999
HLA-DMB	HLA-DPA1	9606.ENSP00000398890	9606.ENSP00000393566	0	0	0	0.670	0.966	0.191	0.900	0.273	0.997
HLA-DMB	HLA-DQB2	9606.ENSP00000398890	9606.ENSP00000396330	0	0	0	0.658	0.344	0.400	0.540	0.235	0.843
HLA-DMB	LOC102723407	9606.ENSP00000398890	9606.ENSP00000478289	0	0	0	0	0.055	0.126	0.900	0.072	0.913
HLA-DMB	HLA-DPB1	9606.ENSP00000398890	9606.ENSP00000408146	0	0	0	0.671	0.790	0.400	0.900	0.159	0.988
HLA-DMB	HLA-DOB	9606.ENSP00000398890	9606.ENSP00000496848	0	0	0	0.663	0.298	0.967	0.900	0.465	0.998
HLA-DOA	HLA-DQA2	9606.ENSP00000229829	9606.ENSP00000364076	0	0	0.064	0.951	0.253	0	0.650	0.072	0.742
HLA-DOA	HLA-G	9606.ENSP00000229829	9606.ENSP00000366024	0	0	0	0	0.081	0	0.540	0.452	0.748
HLA-DOA	HLA-DQB2	9606.ENSP00000229829	9606.ENSP00000396330	0	0	0	0.668	0.313	0.191	0.540	0.247	0.781
HLA-DOA	HLA-DRB5	9606.ENSP00000229829	9606.ENSP00000364114	0	0	0	0.663	0.163	0.191	0.650	0.223	0.791
HLA-DOA	HLA-DQB1	9606.ENSP00000229829	9606.ENSP00000364080	0	0	0	0.654	0.386	0.191	0.540	0.508	0.872
HLA-DOA	LOC102723407	9606.ENSP00000229829	9606.ENSP00000478289	0	0	0	0	0.056	0.114	0.900	0.068	0.911
HLA-DOA	HLA-F	9606.ENSP00000229829	9606.ENSP00000259951	0	0	0	0.598	0.133	0	0.900	0.265	0.930
HLA-DOA	HLA-DRB1	9606.ENSP00000229829	9606.ENSP00000353099	0	0	0	0.650	0.238	0.191	0.900	0.253	0.947
HLA-DOA	HLA-E	9606.ENSP00000229829	9606.ENSP00000365817	0	0	0	0	0.100	0	0.900	0.521	0.953
HLA-DOA	HLA-DRA	9606.ENSP00000229829	9606.ENSP00000378786	0	0	0.064	0.951	0.507	0	0.900	0.444	0.970
HLA-DOA	HLA-DPA1	9606.ENSP00000229829	9606.ENSP00000393566	0	0	0.063	0.950	0.624	0	0.900	0.399	0.976
HLA-DOA	HLA-DPB1	9606.ENSP00000229829	9606.ENSP00000408146	0	0	0	0.680	0.521	0.191	0.900	0.480	0.977
HLA-DOA	HLA-DOB	9606.ENSP00000229829	9606.ENSP00000496848	0	0	0	0.626	0.456	0.398	0.900	0.486	0.980
HLA-DOB	HLA-F	9606.ENSP00000496848	9606.ENSP00000259951	0	0	0	0.597	0.125	0	0.900	0.260	0.929
HLA-DOB	HLA-DRB1	9606.ENSP00000496848	9606.ENSP00000353099	0	0	0.064	0.950	0.109	0	0.900	0.413	0.944
HLA-DOB	PSMB9	9606.ENSP00000496848	9606.ENSP00000363993	0	0	0	0	0.171	0	0	0.839	0.860
HLA-DOB	PSMB8	9606.ENSP00000496848	9606.ENSP00000364016	0	0	0	0	0.157	0.071	0	0.832	0.856
HLA-DOB	HLA-DQA2	9606.ENSP00000496848	9606.ENSP00000364076	0	0	0	0.616	0.249	0.400	0.650	0.527	0.915
HLA-DOB	HLA-DQB1	9606.ENSP00000496848	9606.ENSP00000364080	0	0	0.063	0.950	0.193	0	0.540	0.381	0.756
HLA-DOB	HLA-E	9606.ENSP00000496848	9606.ENSP00000365817	0	0	0	0.599	0.113	0	0.900	0.214	0.924
HLA-DOB	HLA-DRA	9606.ENSP00000496848	9606.ENSP00000378786	0	0	0	0.613	0.302	0.573	0.900	0.426	0.980
HLA-DOB	HLA-DPA1	9606.ENSP00000496848	9606.ENSP00000393566	0	0	0	0.632	0.221	0.191	0.900	0.261	0.947
HLA-DOB	HLA-DQB2	9606.ENSP00000496848	9606.ENSP00000396330	0	0	0.064	0.947	0.164	0	0.540	0.388	0.750
HLA-DOB	HLA-DPB1	9606.ENSP00000496848	9606.ENSP00000408146	0	0	0.065	0.945	0.139	0	0.900	0.059	0.914
HLA-DOB	LOC102723407	9606.ENSP00000496848	9606.ENSP00000478289	0	0	0	0	0	0.302	0.900	0.072	0.929
HLA-DPA1	LAG3	9606.ENSP00000393566	9606.ENSP00000203629	0	0	0	0	0.062	0.161	0.500	0.355	0.712
HLA-DPA1	HLA-F	9606.ENSP00000393566	9606.ENSP00000259951	0	0	0	0.621	0.338	0.089	0.900	0.254	0.949
HLA-DPA1	PTPN22	9606.ENSP00000393566	9606.ENSP00000352833	0	0	0	0	0.127	0	0.500	0.508	0.766
HLA-DPA1	HLA-DRB1	9606.ENSP00000393566	9606.ENSP00000353099	0	0	0	0.644	0.468	0.191	0.900	0.577	0.979
HLA-DPA1	HLA-DQA2	9606.ENSP00000393566	9606.ENSP00000364076	0	0	0.062	0.951	0.248	0	0.650	0.497	0.859
HLA-DPA1	HLA-DQB1	9606.ENSP00000393566	9606.ENSP00000364080	0	0	0	0.649	0.527	0.224	0.540	0.557	0.915
HLA-DPA1	HLA-DRB5	9606.ENSP00000393566	9606.ENSP00000364114	0	0	0	0.647	0.342	0.191	0.650	0.576	0.910
HLA-DPA1	HLA-E	9606.ENSP00000393566	9606.ENSP00000365817	0	0	0	0	0.267	0	0.900	0.545	0.963
HLA-DPA1	HLA-DRA	9606.ENSP00000393566	9606.ENSP00000378786	0	0	0.062	0.956	0.999	0	0.900	0.403	0.999
HLA-DPA1	MARCHF1	9606.ENSP00000393566	9606.ENSP00000427223	0	0	0	0	0.195	0	0	0.730	0.773
HLA-DPA1	HLA-DQB2	9606.ENSP00000393566	9606.ENSP00000396330	0	0	0	0.650	0.289	0.191	0.540	0.527	0.858
HLA-DPA1	LOC102723407	9606.ENSP00000393566	9606.ENSP00000478289	0	0	0	0	0	0.114	0.900	0.138	0.916
HLA-DPA1	HLA-DPB1	9606.ENSP00000393566	9606.ENSP00000408146	0	0	0	0.674	0.808	0.932	0.900	0.930	0.999
HLA-DPB1	HLA-F	9606.ENSP00000408146	9606.ENSP00000259951	0	0	0	0.635	0.245	0	0.900	0.161	0.931
HLA-DPB1	PTPN22	9606.ENSP00000408146	9606.ENSP00000352833	0	0	0	0	0.141	0	0.500	0.370	0.705
HLA-DPB1	HLA-DRB1	9606.ENSP00000408146	9606.ENSP00000353099	0	0	0.059	0.962	0.368	0.131	0.900	0.075	0.943
HLA-DPB1	HLA-DQA2	9606.ENSP00000408146	9606.ENSP00000364076	0	0	0	0.638	0.357	0.400	0.650	0.560	0.932
HLA-DPB1	HLA-DQB1	9606.ENSP00000408146	9606.ENSP00000364080	0	0	0.060	0.961	0.483	0	0.540	0.075	0.765
HLA-DPB1	HLA-DRB5	9606.ENSP00000408146	9606.ENSP00000364114	0	0	0.061	0.957	0.212	0	0.650	0.068	0.726
HLA-DPB1	HLA-E	9606.ENSP00000408146	9606.ENSP00000365817	0	0	0	0.627	0.222	0.089	0.900	0.175	0.933
HLA-DPB1	HLA-DRA	9606.ENSP00000408146	9606.ENSP00000378786	0	0	0	0.660	0.819	0.573	0.900	0.293	0.993
HLA-DPB1	LOC102723407	9606.ENSP00000408146	9606.ENSP00000478289	0	0	0	0	0	0.302	0.900	0.112	0.932
HLA-DQA2	HLA-DRB1	9606.ENSP00000364076	9606.ENSP00000353099	0	0	0	0.635	0.303	0.362	0.540	0.808	0.955
HLA-DQA2	HLA-G	9606.ENSP00000364076	9606.ENSP00000366024	0	0	0	0	0.075	0	0.540	0.648	0.837
HLA-DQA2	HLA-E	9606.ENSP00000364076	9606.ENSP00000365817	0	0	0	0	0.098	0	0.540	0.647	0.841
HLA-DQA2	HLA-DRA	9606.ENSP00000364076	9606.ENSP00000378786	0	0	0.066	0.945	0.402	0	0.650	0.456	0.879
HLA-DQA2	LOC102723407	9606.ENSP00000364076	9606.ENSP00000478289	0	0	0	0	0	0.208	0.900	0.193	0.930
HLA-DQA2	HLA-DRB5	9606.ENSP00000364076	9606.ENSP00000364114	0	0	0	0.646	0.274	0.417	0.650	0.589	0.931
HLA-DQA2	HLA-DQB2	9606.ENSP00000364076	9606.ENSP00000396330	0	0	0	0.644	0.545	0.417	0.540	0.581	0.942
HLA-DQA2	HLA-DQB1	9606.ENSP00000364076	9606.ENSP00000364080	0	0	0	0.627	0.383	0.417	0.540	0.920	0.985
HLA-DQB1	HLA-F	9606.ENSP00000364080	9606.ENSP00000259951	0	0	0	0.611	0.183	0.202	0.540	0.231	0.738
HLA-DQB1	ZAP70	9606.ENSP00000364080	9606.ENSP00000264972	0	0	0	0	0.135	0.062	0.500	0.391	0.720
HLA-DQB1	PTPN22	9606.ENSP00000364080	9606.ENSP00000352833	0	0	0	0	0.141	0	0.500	0.673	0.847
HLA-DQB1	HLA-DRB1	9606.ENSP00000364080	9606.ENSP00000353099	0	0	0.059	0.962	0.336	0.205	0.540	0.076	0.750
HLA-DQB1	HLA-DRB5	9606.ENSP00000364080	9606.ENSP00000364114	0	0	0.059	0.963	0.151	0	0.540	0.432	0.763
HLA-DQB1	HLA-DRA	9606.ENSP00000364080	9606.ENSP00000378786	0	0	0	0.637	0.603	0.729	0.540	0.572	0.976
HLA-DQB2	HLA-DRB1	9606.ENSP00000396330	9606.ENSP00000353099	0	0	0.060	0.961	0.215	0	0.540	0.390	0.765
HLA-DQB2	HLA-DRB5	9606.ENSP00000396330	9606.ENSP00000364114	0	0	0.059	0.962	0.086	0	0.540	0.341	0.704
HLA-DQB2	HLA-DRA	9606.ENSP00000396330	9606.ENSP00000378786	0	0	0	0.656	0.380	0.700	0.540	0.617	0.962
HLA-DRA	LAG3	9606.ENSP00000378786	9606.ENSP00000203629	0	0	0	0	0.081	0.088	0.500	0.697	0.856
HLA-DRA	HLA-F	9606.ENSP00000378786	9606.ENSP00000259951	0	0	0	0.615	0.335	0	0.900	0.249	0.945
HLA-DRA	PDCD1	9606.ENSP00000378786	9606.ENSP00000335062	0	0	0	0	0.122	0	0.500	0.419	0.722
HLA-DRA	PTPN22	9606.ENSP00000378786	9606.ENSP00000352833	0	0	0	0	0.140	0	0.500	0.507	0.769
HLA-DRA	HLA-DRB1	9606.ENSP00000378786	9606.ENSP00000353099	0	0	0	0.638	0.690	0.995	0.900	0.968	0.999
HLA-DRA	HLA-DRB5	9606.ENSP00000378786	9606.ENSP00000364114	0	0	0	0.643	0.442	0.987	0.650	0.806	0.999
HLA-DRA	HLA-E	9606.ENSP00000378786	9606.ENSP00000365817	0	0	0	0	0.289	0	0.900	0.599	0.969
HLA-DRA	MARCHF1	9606.ENSP00000378786	9606.ENSP00000427223	0	0	0	0	0.148	0.541	0	0.602	0.830
HLA-DRA	LOC102723407	9606.ENSP00000378786	9606.ENSP00000478289	0	0	0	0	0.050	0.420	0.900	0.205	0.950
HLA-DRB1	LAG3	9606.ENSP00000353099	9606.ENSP00000203629	0	0	0	0	0.056	0.087	0.500	0.489	0.750
HLA-DRB1	HLA-F	9606.ENSP00000353099	9606.ENSP00000259951	0	0	0	0.610	0.180	0.165	0.900	0.232	0.940
HLA-DRB1	PDCD1	9606.ENSP00000353099	9606.ENSP00000335062	0	0	0	0	0.103	0	0.500	0.527	0.769
HLA-DRB1	PTPN22	9606.ENSP00000353099	9606.ENSP00000352833	0	0	0	0	0.149	0	0.500	0.931	0.968
HLA-DRB1	HLA-G	9606.ENSP00000353099	9606.ENSP00000366024	0	0	0	0.605	0.100	0.129	0.540	0.291	0.710
HLA-DRB1	IRF5	9606.ENSP00000353099	9606.ENSP00000418037	0	0	0	0	0.121	0.052	0	0.750	0.773
HLA-DRB1	HLA-E	9606.ENSP00000353099	9606.ENSP00000365817	0	0	0	0.598	0.142	0.166	0.900	0.254	0.939
HLA-DRB1	HLA-DRB5	9606.ENSP00000353099	9606.ENSP00000364114	0	0	0.049	0.983	0.257	0.773	0.540	0.492	0.955
HLA-DRB5	LOC102723407	9606.ENSP00000364114	9606.ENSP00000478289	0	0	0	0	0	0.302	0.900	0.174	0.937
HLA-E	KLRK1	9606.ENSP00000365817	9606.ENSP00000240618	0	0	0	0	0.061	0.052	0.400	0.996	0.997
HLA-E	LILRB3	9606.ENSP00000365817	9606.ENSP00000245620	0	0	0	0	0.178	0.095	0.500	0.470	0.776
HLA-E	HLA-F	9606.ENSP00000365817	9606.ENSP00000259951	0	0	0.055	0.971	0.785	0.716	0.900	0.583	0.997
HLA-E	TYROBP	9606.ENSP00000365817	9606.ENSP00000262629	0	0	0	0	0.224	0	0.500	0.720	0.881
HLA-E	LILRB1	9606.ENSP00000365817	9606.ENSP00000315997	0	0	0	0	0.109	0.183	0.500	0.995	0.997
HLA-E	NCR3	9606.ENSP00000365817	9606.ENSP00000342156	0	0	0	0	0.074	0	0	0.870	0.874
HLA-E	TAP1	9606.ENSP00000365817	9606.ENSP00000346206	0	0	0	0	0.472	0	0.500	0.177	0.764
HLA-E	TAP2	9606.ENSP00000365817	9606.ENSP00000364032	0	0	0	0	0.190	0.292	0.500	0.158	0.726
HLA-E	LILRB4	9606.ENSP00000365817	9606.ENSP00000375616	0	0	0	0	0.096	0.183	0.500	0.539	0.807
HLA-E	LILRA6	9606.ENSP00000365817	9606.ENSP00000379651	0	0	0	0	0.079	0.093	0.500	0.609	0.814
HLA-E	MR1	9606.ENSP00000365817	9606.ENSP00000477563	0	0	0.068	0.861	0.080	0.603	0.540	0.120	0.837
HLA-E	LILRB2	9606.ENSP00000365817	9606.ENSP00000375629	0	0	0	0	0.182	0.101	0.500	0.722	0.884
HLA-E	LOC102723407	9606.ENSP00000365817	9606.ENSP00000478289	0	0	0.317	0	0	0.301	0.900	0.113	0.951
HLA-E	HLA-G	9606.ENSP00000365817	9606.ENSP00000366024	0	0	0.052	0.977	0.434	0.593	0.650	0.781	0.980
HLA-F	LILRB3	9606.ENSP00000259951	9606.ENSP00000245620	0	0	0	0	0.201	0	0.500	0.532	0.796
HLA-F	LILRA1	9606.ENSP00000259951	9606.ENSP00000251372	0	0	0	0	0.105	0.084	0.500	0.367	0.705
HLA-F	PSMB9	9606.ENSP00000259951	9606.ENSP00000363993	0	0	0	0	0.522	0	0	0.445	0.723
HLA-F	LILRA6	9606.ENSP00000259951	9606.ENSP00000379651	0	0	0	0	0.085	0	0.500	0.532	0.767
HLA-F	LILRB4	9606.ENSP00000259951	9606.ENSP00000375616	0	0	0	0	0.083	0.130	0.500	0.547	0.795
HLA-F	TAP1	9606.ENSP00000259951	9606.ENSP00000346206	0	0	0	0	0.632	0	0.500	0.164	0.832
HLA-F	LOC102723407	9606.ENSP00000259951	9606.ENSP00000478289	0	0	0.271	0	0	0.399	0.900	0.066	0.953
HLA-F	HLA-G	9606.ENSP00000259951	9606.ENSP00000366024	0	0	0.052	0.977	0.765	0.609	0.650	0.395	0.978
HLA-F	LILRB2	9606.ENSP00000259951	9606.ENSP00000375629	0	0	0	0	0.201	0.617	0.500	0.968	0.994
HLA-F	LILRB1	9606.ENSP00000259951	9606.ENSP00000315997	0	0	0	0	0.107	0.932	0.500	0.982	0.999
HLA-G	KLRK1	9606.ENSP00000366024	9606.ENSP00000240618	0	0	0	0	0.054	0.071	0	0.721	0.733
HLA-G	LILRB1	9606.ENSP00000366024	9606.ENSP00000315997	0	0	0	0	0.068	0.970	0.500	0.997	0.999
HLA-G	TAP1	9606.ENSP00000366024	9606.ENSP00000346206	0	0	0	0	0.230	0.292	0.500	0.128	0.730
HLA-G	IDO1	9606.ENSP00000366024	9606.ENSP00000430950	0	0	0	0	0.075	0	0	0.766	0.774
HLA-G	LILRA6	9606.ENSP00000366024	9606.ENSP00000379651	0	0	0	0	0.075	0	0.500	0.679	0.838
HLA-G	LILRB4	9606.ENSP00000366024	9606.ENSP00000375616	0	0	0	0	0.062	0.130	0.500	0.859	0.934
HLA-G	LOC102723407	9606.ENSP00000366024	9606.ENSP00000478289	0	0	0.309	0	0	0.399	0.900	0.223	0.963
HLA-G	LILRB2	9606.ENSP00000366024	9606.ENSP00000375629	0	0	0	0	0.107	0.982	0.500	0.996	0.999
HMGB1	TLR2	9606.ENSP00000345347	9606.ENSP00000260010	0	0	0	0	0.051	0.297	0.500	0.996	0.998
HMGB1	LY96	9606.ENSP00000345347	9606.ENSP00000284818	0	0	0	0	0.088	0.405	0.500	0.917	0.974
HMGB1	HMGB2	9606.ENSP00000345347	9606.ENSP00000296503	0	0	0.051	0.978	0.322	0.867	0.800	0.097	0.981
HMGB1	TLR3	9606.ENSP00000345347	9606.ENSP00000296795	0	0	0	0	0.052	0	0	0.952	0.952
HMGB1	SIGLEC10	9606.ENSP00000345347	9606.ENSP00000345243	0	0	0	0	0.055	0	0	0.965	0.965
HMGB1	TLR6	9606.ENSP00000345347	9606.ENSP00000389600	0	0	0	0	0.051	0.049	0.500	0.432	0.709
HMGB1	TLR1	9606.ENSP00000345347	9606.ENSP00000354932	0	0	0	0	0.065	0.049	0.500	0.486	0.741
HMGB1	S100A9	9606.ENSP00000345347	9606.ENSP00000357727	0	0	0	0	0.062	0.045	0.500	0.525	0.759
HMGB1	HP	9606.ENSP00000345347	9606.ENSP00000348170	0	0	0	0	0	0.045	0	0.759	0.760
HMGB1	MYD88	9606.ENSP00000345347	9606.ENSP00000498321	0	0	0	0	0.073	0.091	0	0.795	0.812
HMGB1	IRF3	9606.ENSP00000345347	9606.ENSP00000471896	0	0	0	0	0.118	0.064	0	0.823	0.841
HMGB1	S100A12	9606.ENSP00000345347	9606.ENSP00000357726	0	0	0	0	0.075	0.045	0.400	0.824	0.894
HMGB1	TLR5	9606.ENSP00000345347	9606.ENSP00000496355	0	0	0	0	0	0	0	0.896	0.896
HMGB1	TLR7	9606.ENSP00000345347	9606.ENSP00000370034	0	0	0	0	0.087	0	0	0.892	0.897
HMGB1	TLR9	9606.ENSP00000345347	9606.ENSP00000353874	0	0	0	0	0	0	0	0.997	0.997
HMGB1	TLR4	9606.ENSP00000345347	9606.ENSP00000363089	0	0	0	0	0.078	0.445	0.500	0.998	0.999
HP	LBP	9606.ENSP00000348170	9606.ENSP00000217407	0	0	0	0	0.290	0	0	0.679	0.762
HP	LTF	9606.ENSP00000348170	9606.ENSP00000231751	0	0	0	0	0.260	0.052	0	0.752	0.811
HP	LCN2	9606.ENSP00000348170	9606.ENSP00000362108	0	0	0	0	0.189	0.053	0	0.654	0.711
IDO1	LAG3	9606.ENSP00000430950	9606.ENSP00000203629	0	0	0	0	0.214	0	0	0.787	0.825
IDO1	IL2	9606.ENSP00000430950	9606.ENSP00000226730	0	0	0	0	0.081	0.053	0	0.798	0.808
IDO1	PDCD1	9606.ENSP00000430950	9606.ENSP00000335062	0	0	0	0	0.068	0	0	0.763	0.769
IDO1	PDCD1LG2	9606.ENSP00000430950	9606.ENSP00000380855	0	0	0	0	0.175	0	0	0.766	0.798
IDO1	TNFSF18	9606.ENSP00000430950	9606.ENSP00000385470	0	0	0	0	0.088	0	0	0.813	0.822
IDO1	ITGAM	9606.ENSP00000430950	9606.ENSP00000496959	0	0	0	0	0.124	0	0	0.770	0.790
IDO1	IDO2	9606.ENSP00000430950	9606.ENSP00000443432	0	0	0.083	0.915	0.137	0	0.900	0.099	0.919
IDO2	IL2	9606.ENSP00000443432	9606.ENSP00000226730	0	0	0	0	0.099	0.053	0	0.749	0.767
IDO2	TNFSF18	9606.ENSP00000443432	9606.ENSP00000385470	0	0	0	0	0.086	0	0	0.797	0.806
IDO2	ITGAM	9606.ENSP00000443432	9606.ENSP00000496959	0	0	0	0	0.054	0	0	0.723	0.727
IFI16	MEFV	9606.ENSP00000357113	9606.ENSP00000219596	0	0	0	0	0	0	0	0.929	0.929
IFI16	ZC3HAV1	9606.ENSP00000357113	9606.ENSP00000242351	0	0	0	0	0.184	0.510	0	0.342	0.714
IFI16	PYCARD	9606.ENSP00000357113	9606.ENSP00000247470	0	0	0	0	0.138	0.510	0	0.888	0.948
IFI16	NLRP6	9606.ENSP00000357113	9606.ENSP00000309767	0	0	0	0	0.055	0	0	0.774	0.778
IFI16	TBK1	9606.ENSP00000357113	9606.ENSP00000329967	0	0	0	0	0.097	0	0.400	0.816	0.892
IFI16	NLRP3	9606.ENSP00000357113	9606.ENSP00000337383	0	0	0	0	0.042	0	0	0.862	0.862
IFI16	IFIT2	9606.ENSP00000357113	9606.ENSP00000490935	0	0	0	0	0.210	0.292	0	0.627	0.773
IFI16	IFIH1	9606.ENSP00000357113	9606.ENSP00000497271	0	0	0	0	0.287	0	0	0.696	0.774
IFI16	OAS1	9606.ENSP00000357113	9606.ENSP00000388001	0	0	0	0	0.243	0	0	0.719	0.778
IFI16	IRF7	9606.ENSP00000357113	9606.ENSP00000380697	0	0	0	0	0.174	0	0	0.770	0.802
IFI16	TRAF6	9606.ENSP00000357113	9606.ENSP00000433623	0	0	0	0	0.099	0.292	0	0.729	0.812
IFI16	NLRP1	9606.ENSP00000357113	9606.ENSP00000460475	0	0	0	0	0.077	0	0	0.819	0.826
IFI16	IRF3	9606.ENSP00000357113	9606.ENSP00000471896	0	0	0	0	0.042	0	0.400	0.737	0.836
IFI16	NLRC4	9606.ENSP00000357113	9606.ENSP00000385428	0	0	0	0	0.067	0	0	0.927	0.929
IFI16	STING1	9606.ENSP00000357113	9606.ENSP00000498596	0	0	0	0	0.199	0.783	0.500	0.624	0.963
IFI27	OAS3	9606.ENSP00000483430	9606.ENSP00000228928	0	0	0	0	0.544	0	0	0.757	0.884
